,0
0,0.018338904224907006
1,0.0009151121510583871
2,0.000776493783359632
3,0.0006757778967821107
4,0.000601748373026756
5,0.0005493419049951376
6,0.0005025727312080541
7,0.00047182615081560914
8,0.00044076320226904114
9,0.0004208219230403989
10,0.00040113800530533917
11,0.0003826415473521946
12,0.00037470234737187674
13,0.0003561111486088451
14,0.00034799724762668067
15,0.00033930277858344705
16,0.0003272768201054145
17,0.0003201002625440129
18,0.00031380111705049993
19,0.0003070928289651179
20,0.000298660984302506
21,0.0002927456776953055
22,0.000289075911960664
23,0.00028300606396535236
24,0.0002777477265422127
25,0.00027081742584822107
26,0.0002698045524448719
27,0.0002640978377970521
28,0.00025828647186798526
29,0.0002526276562086075
30,0.0002530594477893596
31,0.0002467979877534642
32,0.0002443986015054861
33,0.00023890690647594353
34,0.00023962157168611235
35,0.0002335249969193693
36,0.0002286044078698718
37,0.00022601705069015586
38,0.00022387087877292063
39,0.00022022673338901495
40,0.00021783693618299967
41,0.0002165300070120423
42,0.00021258341727210334
43,0.00021096248183738396
44,0.00020731041516743447
45,0.00020498300190367505
46,0.00020103198125030836
47,0.00019866811667995386
48,0.00019720755643997905
49,0.00019434733068945064
50,0.00019258265963917237
51,0.00018792062360242673
52,0.00018755691608304765
53,0.00018588257944648315
54,0.0001828535079304249
55,0.00018072169157707624
56,0.0001782285153679957
57,0.00017623513401681588
58,0.00017407038459760687
59,0.00017298591392340184
60,0.00017030642716814334
61,0.00016746751513288744
62,0.00016654229218225644
63,0.000165311202430975
64,0.00016238340254335427
65,0.00016059415727019105
66,0.00015954926889474283
67,0.00015814722831548927
68,0.00015761758716629752
69,0.00015427746086263213
70,0.00015510141399768676
71,0.00015354058645873314
72,0.00015199840006814336
73,0.00014859839603300227
74,0.0001471143617342425
75,0.00014749921405282198
76,0.0001442419875792173
77,0.00014322503629146698
78,0.00014123982124721003
79,0.0001407332372934617
80,0.00014067146855827872
81,0.000138907499177014
82,0.000138541994360665
83,0.00013684157343525874
84,0.0001342716538358933
85,0.0001347484073954395
86,0.00013226297056574926
87,0.0001318247404021071
88,0.00013075653154324377
89,0.00013054341850076226
90,0.00012842967192438912
91,0.00012788775080807546
92,0.00012548283358529191
93,0.0001251152874804561
94,0.00012572107656494104
95,0.00012379875915163982
96,0.00012191533164790162
97,0.00012132655133586169
98,0.00012177948838562509
99,0.00011999222449482553
100,0.00012007506436063641
101,0.00011859028463761627
102,0.00011777442378719166
103,0.00011791841196028918
104,0.00011498886443105189
105,0.00011542839639723846
106,0.0001143506405695269
107,0.00011372231447384729
108,0.00011386558689621828
109,0.00011285607172065678
110,0.00011143316247704166
111,0.00011047353352659095
112,0.00011092373652054386
113,0.00010967906616601215
114,0.00010916952891210735
115,0.00010912631989855537
116,0.00010839279299057861
117,0.000107845623165472
118,0.00010718769790554748
119,0.00010608187097800709
120,0.00010613171157089436
121,0.00010575854819310152
122,0.00010508161301475329
123,0.00010381379498415379
124,0.0001039381135218029
125,0.00010227600262667433
126,0.00010252771723722419
127,0.00010155561046611383
128,0.00010249053334687916
129,0.00010167880523217961
130,0.00010110954029631052
131,0.00010031921600552484
132,0.00010107232252546488
133,0.0001001149626900647
134,9.901686526844321e-05
135,9.855640900603761e-05
136,9.862713371591847e-05
137,9.763763775328019e-05
138,9.729601514918289e-05
139,9.782411082728737e-05
140,9.716018668566152e-05
141,9.604823809915426e-05
142,9.700465356860933e-05
143,9.553742464517284e-05
144,9.623701746386337e-05
145,9.456797123081535e-05
146,9.3829338234654e-05
147,9.418902452645491e-05
148,9.424464025454528e-05
149,9.403821813650117e-05
150,9.416984386028407e-05
151,9.400223182675446e-05
152,9.28147642879744e-05
153,9.24311862852869e-05
154,9.223619346254027e-05
155,9.111679316669529e-05
156,9.19815530274877e-05
157,9.126152939426644e-05
158,9.082574326011436e-05
159,8.9915882613758e-05
160,9.130222049911913e-05
161,9.072518762965259e-05
162,8.932121355076981e-05
163,9.007907309946209e-05
164,8.985330331285814e-05
165,8.964886116522558e-05
166,8.94629763137592e-05
167,8.81144491256698e-05
168,8.848587255956646e-05
169,8.809261691228499e-05
170,8.72966776338098e-05
171,8.834171869928337e-05
172,8.855383931257494e-05
173,8.611139185017536e-05
174,8.767199096529967e-05
175,8.668048353108323e-05
176,8.693878835068551e-05
177,8.617269441217617e-05
178,8.628912612086596e-05
179,8.572796145122713e-05
180,8.606652857283706e-05
181,8.557854301058521e-05
182,8.488601262801708e-05
183,8.543861248461793e-05
184,8.5116031419667e-05
185,8.441602407225917e-05
186,8.420307535048813e-05
187,8.359641769983797e-05
188,8.326767343987595e-05
189,8.384485491563831e-05
190,8.42493644825513e-05
191,8.294093293475895e-05
192,8.277770579602973e-05
193,8.351278616197147e-05
194,8.315085297604581e-05
195,8.305186797286923e-05
196,8.242342846962022e-05
197,8.255716485381051e-05
198,8.130828383220203e-05
199,8.176354091828497e-05
200,8.261272467046152e-05
201,8.16232232704478e-05
202,8.111212214256107e-05
203,8.129042875632846e-05
204,8.077355549105458e-05
205,8.043660154802828e-05
206,8.067495605765905e-05
207,8.042024991617782e-05
208,8.020837186686605e-05
209,8.023905928392976e-05
210,8.081604788223433e-05
211,7.977507040681975e-05
212,8.012022003086142e-05
213,7.97160719320038e-05
214,7.977793970915136e-05
215,7.904639306958234e-05
216,7.92605956182229e-05
217,7.881233366003512e-05
218,7.910037735823499e-05
219,7.825751502669555e-05
220,7.821406872281744e-05
221,7.824486623598312e-05
222,7.861660969556395e-05
223,7.784223775596175e-05
224,7.793648641078147e-05
225,7.731797164379485e-05
226,7.837708244659106e-05
227,7.785575167304165e-05
228,7.729878761989974e-05
229,7.723886768636192e-05
230,7.702923921802867e-05
231,7.627096528360786e-05
232,7.718369515872431e-05
233,7.695049150033262e-05
234,7.579920891692705e-05
235,7.686776438617185e-05
236,7.644470967434975e-05
237,7.669161981774174e-05
238,7.534017547403317e-05
239,7.629156532632695e-05
240,7.60857439920901e-05
241,7.510817155585215e-05
242,7.507316558918412e-05
243,7.557857979399816e-05
244,7.42325433638236e-05
245,7.51312313634545e-05
246,7.464783252966969e-05
247,7.496221169666503e-05
248,7.478737137489723e-05
249,7.491624559184121e-05
250,7.475785593836671e-05
251,7.43350051324006e-05
252,7.466545229883467e-05
253,7.417167188427198e-05
254,7.405298165201876e-05
255,7.421615795788682e-05
256,7.465005283450065e-05
257,7.363462928826167e-05
258,7.344930949624498e-05
259,7.304377394712664e-05
260,7.339209288683264e-05
261,7.267462367892547e-05
262,7.306235494515702e-05
263,7.241280854008398e-05
264,7.325628374259274e-05
265,7.330809820018653e-05
266,7.243034841316935e-05
267,7.188098523399741e-05
268,7.258486713363792e-05
269,7.234068427915289e-05
270,7.186177057318654e-05
271,7.202494529857421e-05
272,7.181583919597178e-05
273,7.174064227642433e-05
274,7.187656246455621e-05
275,7.0756270037698e-05
276,7.139818745079729e-05
277,7.122064051642354e-05
278,7.016483922015228e-05
279,7.119661924684994e-05
280,7.082854887680292e-05
281,7.066517211658113e-05
282,7.068774727781411e-05
283,7.06648341831946e-05
284,7.093776841157921e-05
285,7.012129599301316e-05
286,6.981382121543141e-05
287,7.01122434033973e-05
288,7.023303743083883e-05
289,7.008395577841817e-05
290,7.056132667631072e-05
291,6.975041967467358e-05
292,6.956365066107992e-05
293,6.947140379722924e-05
294,6.917022255923277e-05
295,6.854146635119897e-05
296,6.861679127362142e-05
297,6.913865809825338e-05
298,6.860397428728742e-05
299,6.903876630963871e-05
300,6.842873657014157e-05
301,6.861051216682976e-05
302,6.916311817718782e-05
303,6.893778474335589e-05
304,6.851717109954199e-05
305,6.836337455340455e-05
306,6.808044857701184e-05
307,6.782840777114443e-05
308,6.80114212649429e-05
309,6.770111469744102e-05
310,6.811309190517363e-05
311,6.83933886460591e-05
312,6.741581187799198e-05
313,6.776895973994987e-05
314,6.728472599577623e-05
315,6.675155894331263e-05
316,6.744995472319813e-05
317,6.726538482907254e-05
318,6.715563894037179e-05
319,6.710070118039548e-05
320,6.621520374085072e-05
321,6.650707576782892e-05
322,6.67862178588867e-05
323,6.668337253037636e-05
324,6.673568443354152e-05
325,6.656008980943342e-05
326,6.6095561759213e-05
327,6.588408319245842e-05
328,6.511544807531336e-05
329,6.516174065144734e-05
330,6.593291797668346e-05
331,6.630763778771644e-05
332,6.589246899219359e-05
333,6.588350898348388e-05
334,6.570389804682196e-05
335,6.484437675616594e-05
336,6.58667790430598e-05
337,6.532047265708919e-05
338,6.526192722369584e-05
339,6.515963722465116e-05
340,6.492964410849204e-05
341,6.475027161563945e-05
342,6.54104716651473e-05
343,6.397540290558864e-05
344,6.467891160013175e-05
345,6.500556523227749e-05
346,6.441066040323313e-05
347,6.496366629148997e-05
348,6.454753257471514e-05
349,6.446295299076262e-05
350,6.44167255257719e-05
351,6.479695025276975e-05
352,6.394143662445755e-05
353,6.384744352046149e-05
354,6.346345677680834e-05
355,6.378148948258026e-05
356,6.322488724582365e-05
357,6.377326336698199e-05
358,6.368993129121685e-05
359,6.370508668362073e-05
360,6.418147231124636e-05
361,6.326390499268799e-05
362,6.395513060806098e-05
363,6.345256317089296e-05
364,6.362690210698598e-05
365,6.288965154936341e-05
366,6.377483247469185e-05
367,6.302116789549376e-05
368,6.174574274212747e-05
369,6.251958750573184e-05
370,6.20951132927713e-05
371,6.214067208480985e-05
372,6.25823516352181e-05
373,6.291000594002925e-05
374,6.275695448461216e-05
375,6.223169915083554e-05
376,6.203389075865262e-05
377,6.288975067743894e-05
378,6.200786081089439e-05
379,6.256215698682174e-05
380,6.236406968280274e-05
381,6.215350010662823e-05
382,6.198884050434529e-05
383,6.263855451932148e-05
384,6.174219477801287e-05
385,6.163854229432421e-05
386,6.167744820982115e-05
387,6.177026110342828e-05
388,6.184475466391445e-05
389,6.117824229503713e-05
390,6.167043817073248e-05
391,6.152848222869545e-05
392,6.122426357122368e-05
393,6.137025302714405e-05
394,6.140883670088183e-05
395,6.168179704767971e-05
396,6.069568367038036e-05
397,6.0775114188155655e-05
398,6.0962142269618494e-05
399,6.115813308042332e-05
400,6.093635610746256e-05
401,6.016954217434078e-05
402,6.016558984610075e-05
403,6.064639963222601e-05
404,6.054815789065914e-05
405,6.015811628716556e-05
406,6.053375769462832e-05
407,6.0000137338467545e-05
408,6.0040744834718894e-05
409,6.065267865210711e-05
410,5.975000942810185e-05
411,6.0262115103035515e-05
412,5.971974452707506e-05
413,5.9811206945003005e-05
414,6.0209400397123015e-05
415,5.9731454194405964e-05
416,5.9784330103689984e-05
417,5.993668692199827e-05
418,5.9906387869852554e-05
419,5.979660061287051e-05
420,5.942806906198983e-05
421,5.928945894697606e-05
422,5.973352038640494e-05
423,5.962656233981567e-05
424,5.902596055930582e-05
425,5.9767551043384275e-05
426,5.948028928020311e-05
427,5.880306000633083e-05
428,5.899265045369082e-05
429,5.885671507449533e-05
430,5.9808550159702084e-05
431,5.909157315031469e-05
432,5.913052194462416e-05
433,5.905613836164035e-05
434,5.959473590896274e-05
435,5.865324526997632e-05
436,5.758632291527098e-05
437,5.819545838508276e-05
438,5.908141072991241e-05
439,5.855386627655387e-05
440,5.836384590334747e-05
441,5.7779416118022245e-05
442,5.85389442994416e-05
443,5.8256146691633584e-05
444,5.7870704305226085e-05
445,5.822045277009666e-05
446,5.843350097648551e-05
447,5.8117229422778185e-05
448,5.793966932754707e-05
449,5.815841365036679e-05
450,5.7880814743959014e-05
451,5.7860291677118295e-05
452,5.734648199615724e-05
453,5.72025887561825e-05
454,5.756745334320762e-05
455,5.7691683554154374e-05
456,5.789513043970565e-05
457,5.77346215677876e-05
458,5.75781244917892e-05
459,5.736947002780482e-05
460,5.7454591525100145e-05
461,5.7533374905140135e-05
462,5.690491197038517e-05
463,5.756948402399551e-05
464,5.7359405636620665e-05
465,5.7061610241253655e-05
466,5.695516580994577e-05
467,5.7012076695928467e-05
468,5.6935810919859246e-05
469,5.613986895322865e-05
470,5.7418629845795546e-05
471,5.694187397149161e-05
472,5.7129407833583814e-05
473,5.67747603499578e-05
474,5.769442796659043e-05
475,5.6691777757357185e-05
476,5.726494150417249e-05
477,5.643661355085656e-05
478,5.674484312287181e-05
479,5.607107372890241e-05
480,5.629765577038039e-05
481,5.630182435438383e-05
482,5.686193619457906e-05
483,5.602037992120253e-05
484,5.627888468451628e-05
485,5.6056771222791826e-05
486,5.63907341419482e-05
487,5.6693399283344385e-05
488,5.5874392285095454e-05
489,5.598212610969482e-05
490,5.564933049697122e-05
491,5.599334914932344e-05
492,5.562736800492396e-05
493,5.616940558669404e-05
494,5.58848087858643e-05
495,5.561196259315629e-05
496,5.6347253210211914e-05
497,5.591376758578649e-05
498,5.617285234080332e-05
499,5.542233442473131e-05
